KIS_ID,Chromosome,Start_position,End_position,UMAG_ID,Description,Gene_type,Prot_ID,ProteinNames,GeneNames,ProteinLength,Gene_Ontology_biological_process,,,,,,,,,
KIS66350,USMA_521_v2_19,281466,283070,UMAG_05349,hypothetical protein,Hypothetical,12876,Lactamase_B domain-containing protein,UMAG_05349,534,N-acylethanolamine metabolic process [GO:0070291]; N-acylphosphatidylethanolamine metabolic process [GO:0070292],,,,,,,,,
KIS66351,USMA_521_v2_19,283649,284644,UMAG_05350,hypothetical protein,Hypothetical,12877,Transcriptional regulator,UMAG_05350,157,,,,,,,,,,
KIS66352,USMA_521_v2_19,286118,286666,UMAG_10203,hypothetical protein,Hypothetical,12878,DUF3778 domain-containing protein,UMAG_10203,182,,,,,,,,,,
KIS66353,USMA_521_v2_19,291444,293672,UMAG_05351,hypothetical protein,Hypothetical,12879,DUF4451 domain-containing protein,UMAG_05351,742,,,,,,,,,,
KIS66354,USMA_521_v2_19,293855,295468,UMAG_05352,hypothetical protein,Hypothetical,12880,Thioredoxin domain-containing protein,UMAG_05352,537,response to endoplasmic reticulum stress [GO:0034976],,,,,,,,,
KIS66355,USMA_521_v2_19,295910,298738,UMAG_05353,hypothetical protein,Hypothetical,12881,TPR-like protein,UMAG_05353,942,,,,,,,,,,
KIS66356,USMA_521_v2_19,298958,299743,UMAG_05354,hypothetical protein,Hypothetical,12882,S-adenosyl-L-methionine-dependent methyltransferase,UMAG_05354,232,,,,,,,,,,
KIS66357,USMA_521_v2_19,300988,303213,UMAG_05355,hypothetical protein,Hypothetical,12883,O-acyltransferase,UMAG_05355,741,ergosterol metabolic process [GO:0008204],,,,,,,,,
KIS66358,USMA_521_v2_19,304163,306205,UMAG_05356,hypothetical protein,Hypothetical,12884,Protein kinase domain-containing protein,UMAG_05356,680,,,,,,,,,,
KIS66359,USMA_521_v2_19,306666,308483,UMAG_05357,hypothetical protein,Hypothetical,12885,Hsp70 protein-domain-containing protein,UMAG_05357,573,'de novo' cotranslational protein folding [GO:0051083]; cytoplasmic translation [GO:0002181]; protein folding [GO:0006457]; regulation of translational fidelity [GO:0006450]; rRNA processing [GO:0006364]; translational frameshifting [GO:0006452],,,,,,,,,
KIS66360,USMA_521_v2_19,308935,309865,UMAG_05358,hypothetical protein,Hypothetical,12886,TFIIIC_sub6 domain-containing protein,UMAG_05358,268,RNA catabolic process [GO:0006401],,,,,,,,,
KIS66361,USMA_521_v2_19,310326,311114,UMAG_10204,hypothetical protein,Hypothetical,12887,Uncharacterized hydrolase UM10204 (EC 3.1.-.-),UMAG_10204,262,protein depalmitoylation [GO:0002084],,,,,,,,,
KIS66362,USMA_521_v2_19,311132,311503,UMAG_12084,hypothetical protein,Hypothetical,12888,Molybdopterin synthase sulfur carrier subunit (Molybdenum cofactor synthesis protein 2 small subunit) (Molybdenum cofactor synthesis protein 2A) (MOCS2A) (Sulfur carrier protein MOCS2A),UMAG_12084,93,Mo-molybdopterin cofactor biosynthetic process [GO:0006777],,,,,,,,,
KIS66363,USMA_521_v2_19,311811,312869,UMAG_10205,hypothetical protein,Hypothetical,12889,Small glutamine-rich tetratricopeptide repeat-containing protein 2,UMAG_10205,352,post-translational protein targeting to endoplasmic reticulum membrane [GO:0006620]; ubiquitin-dependent ERAD pathway [GO:0030433],,,,,,,,,
KIS66364,USMA_521_v2_19,314191,317052,UMAG_10206,hypothetical protein,Hypothetical,12890,Protein kinase domain-containing protein,UMAG_10206,953,chromosome segregation [GO:0007059]; chromosome separation [GO:0051304]; meiotic spindle assembly checkpoint signaling [GO:0033316]; mitotic spindle assembly checkpoint signaling [GO:0007094]; organelle organization [GO:0006996]; peptidyl-serine phosphorylation [GO:0018105]; protein localization to kinetochore [GO:0034501],,,,,,,,,
KIS66365,USMA_521_v2_19,318105,319754,UMAG_10207,hypothetical protein,Hypothetical,12891,Amidase (EC 3.5.1.4),UMAG_10207,549,,,,,,,,,,
KIS66366,USMA_521_v2_19,320283,324149,UMAG_05361,hypothetical protein,Hypothetical,12892,Multicopper oxidase,UMAG_05361,1288,,,,,,,,,,
KIS66367,USMA_521_v2_19,325199,326935,UMAG_05362,putative hydroxymethylglutaryl-CoA synthase,Putative,12893,Hydroxymethylglutaryl-CoA synthase (HMG-CoA synthase) (EC 2.3.3.10) (3-hydroxy-3-methylglutaryl coenzyme A synthase),hcs1,UMAG_05362,462,acetyl-CoA metabolic process [GO:0006084]; ergosterol biosynthetic process [GO:0006696]; farnesyl diphosphate biosynthetic process, mevalonate pathway [GO:0010142],,,,,,,
KIS66368,USMA_521_v2_19,328274,330457,UMAG_05363,hypothetical protein,Hypothetical,12894,RRM domain-containing protein,UMAG_05363,727,mRNA processing [GO:0006397],,,,,,,,,
KIS66369,USMA_521_v2_19,330871,332853,UMAG_05364,hypothetical protein,Hypothetical,12895,Related to Formin binding protein 3,UMAG_05364,660,mRNA cis splicing, via spliceosome [GO:0045292]; mRNA splicing, via spliceosome [GO:0000398],,,,,,,
KIS66370,USMA_521_v2_19,333132,335024,UMAG_05365,putative protein phosphatase 2A regulatory subunit CDC55,Putative,12896,Protein phosphatase PP2A regulatory subunit B,UMAG_05365,469,homologous chromosome segregation [GO:0045143]; lysosomal microautophagy [GO:0016237]; mitotic G2/M transition checkpoint [GO:0044818]; negative regulation of exit from mitosis [GO:0001100]; negative regulation of induction of conjugation with cellular fusion [GO:0010515]; negative regulation of septation initiation signaling [GO:0031030]; positive regulation of autophagosome assembly [GO:2000786]; positive regulation of G2/M transition of mitotic cell cycle [GO:0010971]; positive regulation of protein dephosphorylation [GO:0035307]; positive regulation of protein localization to membrane [GO:1905477]; positive regulation of protein localization to nucleus [GO:1900182]; positive regulation of transcription by transcription factor localization [GO:0061586]; protein dephosphorylation [GO:0006470]; regulation of mitotic cell cycle spindle assembly checkpoint [GO:0090266],,,,,,,,,
KIS66371,USMA_521_v2_19,336609,337304,UMAG_05366,hypothetical protein,Hypothetical,12897,Expression library immunization antigen 1,UMAG_05366,231,,,,,,,,,,
KIS66372,USMA_521_v2_19,338611,339104,UMAG_10208,hypothetical protein,Hypothetical,12898,Secreted protein,UMAG_10208,126,,,,,,,,,,
KIS66373,USMA_521_v2_19,339403,341310,UMAG_05368,hypothetical protein,Hypothetical,12899,LisH domain-containing protein,UMAG_05368,635,positive regulation of transcription by RNA polymerase II [GO:0045944],,,,,,,,,
KIS66374,USMA_521_v2_19,343508,346714,UMAG_10209,hypothetical protein,Hypothetical,12900,Related to VPS9 (Involved in vacuole trafficking),UMAG_10209,1068,vesicle-mediated transport [GO:0016192],,,,,,,,,
KIS66375,USMA_521_v2_19,347293,348217,UMAG_10210,hypothetical protein,Hypothetical,12901,Copper transport protein,UMAG_10210,276,cellular copper ion homeostasis [GO:0006878],,,,,,,,,
KIS66376,USMA_521_v2_19,349695,351215,UMAG_05370,hypothetical protein,Hypothetical,12902,Chromo domain-containing protein,UMAG_05370,506,,,,,,,,,,
KIS66377,USMA_521_v2_19,352765,356265,UMAG_05371,hypothetical protein,Hypothetical,12903,PH domain-containing protein,UMAG_05371,1166,cell division [GO:0051301]; endoplasmic reticulum to Golgi vesicle-mediated transport [GO:0006888]; mitotic spindle assembly checkpoint signaling [GO:0007094],,,,,,,,,
KIS66378,USMA_521_v2_19,358381,361074,UMAG_10211,hypothetical protein,Hypothetical,12904,Cellulase domain-containing protein,UMAG_10211,897,cellular glucan metabolic process [GO:0006073]; glucan catabolic process [GO:0009251],,,,,,,,,
KIS66379,USMA_521_v2_19,362044,364678,UMAG_05373,hypothetical protein,Hypothetical,12905,DUF1752 domain-containing protein,UMAG_05373,837,cellular response to glucose starvation [GO:0042149]; protein catabolic process in the vacuole [GO:0007039],,,,,,,,,
KIS66380,USMA_521_v2_19,367662,368803,UMAG_10212,hypothetical protein,Hypothetical,12906,Uncharacterized protein,UMAG_10212,359,,,,,,,,,,
KIS66381,USMA_521_v2_19,369151,371127,UMAG_12087,hypothetical protein,Hypothetical,12907,NADPH-dependent diflavin oxidoreductase 1 (EC 1.18.1.-) (NADPH-dependent FMN and FAD-containing oxidoreductase),TAH18,UMAG_12087,658,iron-sulfur cluster assembly [GO:0016226],,,,,,,,
KIS66382,USMA_521_v2_19,371566,374514,UMAG_05376,hypothetical protein,Hypothetical,12908,Sds3-like-domain-containing protein,UMAG_05376,982,histone deacetylation [GO:0016575]; negative regulation of transcription by RNA polymerase II [GO:0000122],,,,,,,,,
KIS66383,USMA_521_v2_19,376486,378321,UMAG_05377,hypothetical protein,Hypothetical,12909,Trichothecene 3-O-acetyltransferase,UMAG_05377,611,,,,,,,,,,
KIS66384,USMA_521_v2_19,378620,381124,UMAG_05378,dynamin-related GTPase DNM1,Annotated,12910,Dynamin-related GTPase DNM1,UMAG_05378,834,establishment of mitochondrion localization, microtubule-mediated [GO:0034643]; heme transport [GO:0015886]; macroautophagy [GO:0016236]; mitochondrial fission [GO:0000266]; mitochondrial membrane fission [GO:0090149]; mitochondrion inheritance [GO:0000001]; peroxisome fission [GO:0016559]; protein homooligomerization [GO:0051260]; vacuole fission [GO:0140572]; vesicle organization [GO:0016050],,,,,,,,
KIS66385,USMA_521_v2_19,383097,385384,UMAG_10213,putative F1F0 ATP synthase subunit alpha,Putative,12911,ATP synthase subunit alpha,UMAG_10213,543,proton motive force-driven ATP synthesis [GO:0015986],,,,,,,,,
KIS66386,USMA_521_v2_19,386583,387419,UMAG_05380,hypothetical protein,Hypothetical,12912,Related to MRPL49-mitochondrial ribosomal protein of the large subunit,UMAG_05380,278,,,,,,,,,,
KIS66387,USMA_521_v2_19,387792,391832,UMAG_05381,hypothetical protein,Hypothetical,12913,Vezatin domain-containing protein,UMAG_05381,1346,,,,,,,,,,
KIS66388,USMA_521_v2_19,393456,393849,UMAG_12092,hypothetical protein,Hypothetical,12914,Uncharacterized protein,UMAG_12092,105,,,,,,,,,,
KIS66389,USMA_521_v2_19,395471,397720,UMAG_05382,hypothetical protein,Hypothetical,12915,Similar to,UMAG_05382,749,,,,,,,,,,
KIS66390,USMA_521_v2_19,399231,405290,UMAG_05383,hypothetical protein,Hypothetical,12916,START domain-containing protein,UMAG_05383,2019,,,,,,,,,,
KIS66391,USMA_521_v2_19,405640,406528,UMAG_05384,hypothetical protein,Hypothetical,12917,LigA,UMAG_05384,202,,,,,,,,,,
KIS66392,USMA_521_v2_19,406983,408725,UMAG_05385,guanine nucleotide-binding protein subunit alpha-4,Annotated,12918,Guanine nucleotide-binding protein alpha-4 subunit,GPA4,UMAG_05385,580,G protein-coupled receptor signaling pathway [GO:0007186]; pheromone-dependent signal transduction involved in conjugation with cellular fusion [GO:0000750],,,,,,,,
KIS66393,USMA_521_v2_19,410693,414424,UMAG_05386,hypothetical protein,Hypothetical,12919,DH domain-containing protein,UMAG_05386,1243,,,,,,,,,,
KIS66394,USMA_521_v2_19,418823,419845,UMAG_05387,putative MAK16 protein,Putative,12920,Protein MAK16,UMAG_05387,340,maturation of 5.8S rRNA [GO:0000460]; maturation of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) [GO:0000466]; maturation of LSU-rRNA [GO:0000470]; maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) [GO:0000463],,,,,
KIS66395,USMA_521_v2_19,420432,422818,UMAG_10214,hypothetical protein,Hypothetical,12921,SH3 domain-containing protein,UMAG_10214,615,,,,,,,,,,
KIS66396,USMA_521_v2_19,424349,424672,UMAG_05389,hypothetical protein,Hypothetical,12922,DUF2735 domain-containing protein,UMAG_05389,107,,,,,,,,,,
KIS66397,USMA_521_v2_19,425402,426343,UMAG_05390,hypothetical protein,Hypothetical,12923,Peroxisomal membrane protein 4,UMAG_05390,212,,,,,,,,,,
KIS66398,USMA_521_v2_19,427340,429097,UMAG_05391,hypothetical protein,Hypothetical,12924,Transmembrane protein,UMAG_05391,585,,,,,,,,,,
KIS66399,USMA_521_v2_19,430876,433173,UMAG_05392,hypothetical protein,Hypothetical,12925,RRM domain-containing protein,UMAG_05392,765,eukaryotic translation initiation factor 4F complex assembly [GO:0097010]; formation of translation preinitiation complex [GO:0001731],,,,,,,,,
KIS66400,USMA_521_v2_19,433526,435193,UMAG_05393,hypothetical protein,Hypothetical,12926,MFS domain-containing protein,UMAG_05393,555,transmembrane transport [GO:0055085],,,,,,,,,
KIS66401,USMA_521_v2_19,436135,436527,UMAG_05394,hypothetical protein,Hypothetical,12927,Uncharacterized protein,UMAG_05394,130,,,,,,,,,,
KIS66402,USMA_521_v2_19,436914,438860,UMAG_05395,hypothetical protein,Hypothetical,12928,Epimerase domain-containing protein,UMAG_05395,648,cellular respiration [GO:0045333]; ubiquinone biosynthetic process [GO:0006744],,,,,,,,,
KIS66403,USMA_521_v2_19,440214,442331,UMAG_05396,hypothetical protein,Hypothetical,12929,MFS domain-containing protein,UMAG_05396,705,,,,,,,,,,
KIS66404,USMA_521_v2_19,444000,444314,UMAG_05397,hypothetical protein,Hypothetical,12930,Reverse transcriptase domain-containing protein,UMAG_05397,104,,,,,,,,,,
KIS66405,USMA_521_v2_19,445079,447889,UMAG_05398,hypothetical protein,Hypothetical,12931,Arrestin_C domain-containing protein,UMAG_05398,936,,,,,,,,,,
KIS66406,USMA_521_v2_19,448905,449243,UMAG_05399,hypothetical protein,Hypothetical,12932,DUF1540 domain-containing protein,UMAG_05399,112,,,,,,,,,,
KIS66407,USMA_521_v2_19,449977,452052,UMAG_10215,hypothetical protein,Hypothetical,12933,F-box domain-containing protein,UMAG_10215,691,,,,,,,,,,
KIS66408,USMA_521_v2_19,452195,455827,UMAG_05401,hypothetical protein,Hypothetical,12934,Zn(2)-C6 fungal-type domain-containing protein,UMAG_05401,1210,,,,,,,,,,
KIS66409,USMA_521_v2_19,461123,462793,UMAG_05402,hypothetical protein,Hypothetical,12935,PFU domain-containing protein,UMAG_05402,521,proteasome-mediated ubiquitin-dependent protein catabolic process [GO:0043161]; ubiquitin recycling [GO:0010992],,,,,,,,,
KIS66410,USMA_521_v2_19,463685,464878,UMAG_05403,putative proliferating cell nuclear antigen,Putative,12936,Proliferating cell nuclear antigen,UMAG_05403,289,error-free translesion synthesis [GO:0070987]; error-prone translesion synthesis [GO:0042276]; establishment of mitotic sister chromatid cohesion [GO:0034087]; leading strand elongation [GO:0006272]; maintenance of DNA trinucleotide repeats [GO:0035753]; meiotic mismatch repair [GO:0000710]; mismatch repair [GO:0006298]; mitotic DNA replication lagging strand elongation [GO:1903459]; nucleotide-excision repair [GO:0006289]; positive regulation of DNA repair [GO:0045739]; positive regulation of DNA replication [GO:0045740]; positive regulation of DNA-directed DNA polymerase activity [GO:1900264]; positive regulation of exodeoxyribonuclease activity [GO:1902394]; positive regulation of phosphodiesterase activity, acting on 3'-phosphoglycolate-terminated DNA strands [GO:1903022]; positive regulation of protein catabolic process [GO:0045732]; silent mating-type cassette heterochromatin assembly [GO:0030466]; subtelomeric heterochromatin assembly [GO:0031509]; translesion synthesis [GO:0019985]; UV-damage excision repair [GO:0070914],,,,,,,,
KIS66411,USMA_521_v2_19,464949,465486,UMAG_12093,hypothetical protein,Hypothetical,12937,Uncharacterized protein,UMAG_12093,151,,,,,,,,,,
KIS66412,USMA_521_v2_19,466008,468797,UMAG_05404,hypothetical protein,Hypothetical,12938,Conserved oligomeric Golgi complex subunit 3 (Component of oligomeric Golgi complex 3),UMAG_05404,929,Golgi organization [GO:0007030]; intra-Golgi vesicle-mediated transport [GO:0006891]; intracellular protein transport [GO:0006886],,,,,,,,,
KIS66413,USMA_521_v2_19,469495,470682,UMAG_05405,putative actin-related protein 2,Putative,12939,Putative actin-related protein 2,UMAG_05405,395,actin cortical patch organization [GO:0044396]; Arp2/3 complex-mediated actin nucleation [GO:0034314]; endocytosis [GO:0006897]; establishment of mitochondrion localization [GO:0051654]; mitochondrion inheritance [GO:0000001],,,,,,,,,
KIS66414,USMA_521_v2_19,471277,472182,UMAG_05406,endosomal t-SNARE,Annotated,12940,Endosomal t-SNARE,UMAG_05406,301,Golgi to vacuole transport [GO:0006896]; intracellular protein transport [GO:0006886]; vesicle docking [GO:0048278]; vesicle fusion [GO:0006906],,,,,,,,,
KIS66415,USMA_521_v2_19,473733,475854,UMAG_05407,putative aldehyde dehydrogenase,Putative,12941,Putative aldehyde dehydrogenase,UMAG_05407,522,,,,,,,,,,
KIS66415,USMA_521_v2_19,473733,475854,UMAG_05407,putative aldehyde dehydrogenase,Putative,12941,Putative ALD4-aldehyde dehydrogenase, mitochondrial,UMAG_05407,608,,,,,,,,,
KIS66416,USMA_521_v2_19,474286,475854,UMAG_05407,putative aldehyde dehydrogenase,Putative,12942,Putative aldehyde dehydrogenase,UMAG_05407,522,,,,,,,,,,
KIS66416,USMA_521_v2_19,474286,475854,UMAG_05407,putative aldehyde dehydrogenase,Putative,12942,Putative ALD4-aldehyde dehydrogenase, mitochondrial,UMAG_05407,608,,,,,,,,,
KIS66417,USMA_521_v2_19,476692,480288,UMAG_05408,hypothetical protein,Hypothetical,12943,Related to Ubiquitin carboxyl-terminal hydrolase 4,UMAG_05408,1198,protein deubiquitination [GO:0016579]; ubiquitin-dependent protein catabolic process [GO:0006511],,,,,,,,,
KIS66418,USMA_521_v2_19,481001,481942,UMAG_10218,hypothetical protein,Hypothetical,12944,CCHC-type domain-containing protein,UMAG_10218,313,,,,,,,,,,
KIS66419,USMA_521_v2_19,482545,484341,UMAG_05410,hypothetical protein,Hypothetical,12945,Plus3 domain-containing protein,UMAG_05410,598,,,,,,,,,,
KIS66420,USMA_521_v2_19,486038,487669,UMAG_05411,putative quinate permease,Putative,12946,Putative quinate permease,UMAG_05411,543,carbohydrate transport [GO:0008643],,,,,,,,,
KIS66421,USMA_521_v2_19,489546,490865,UMAG_05412,hypothetical protein,Hypothetical,12947,Shikimate_dh_N domain-containing protein,UMAG_05412,439,,,,,,,,,,
KIS66422,USMA_521_v2_19,491633,492847,UMAG_10219,hypothetical protein,Hypothetical,12948,AP_endonuc_2 domain-containing protein,UMAG_10219,404,,,,,,,,,,
KIS66423,USMA_521_v2_19,493156,494904,UMAG_05414,putative aflatoxin efflux pump AFLT,Putative,12949,Putative aflatoxin efflux pump AFLT,UMAG_05414,582,transmembrane transport [GO:0055085],,,,,,,,,
KIS66424,USMA_521_v2_19,496158,497834,UMAG_05415,hypothetical protein,Hypothetical,12950,J domain-containing protein,UMAG_05415,558,protein folding [GO:0006457],,,,,,,,,
KIS66425,USMA_521_v2_19,498843,500690,UMAG_05416,hypothetical protein,Hypothetical,12951,PseudoU_synth_1 domain-containing protein,UMAG_05416,615,mRNA pseudouridine synthesis [GO:1990481]; tRNA pseudouridine synthesis [GO:0031119],,,,,,,,,
KIS66426,USMA_521_v2_19,500967,504797,UMAG_05417,hypothetical protein,Hypothetical,12952,F-box domain-containing protein,UMAG_05417,1276,negative regulation of transcription by RNA polymerase II [GO:0000122],,,,,,,,,
KIS66427,USMA_521_v2_19,507035,509947,UMAG_10220,hypothetical protein,Hypothetical,12953,Zn(2)-C6 fungal-type domain-containing protein,UMAG_10220,970,,,,,,,,,,
KIS66428,USMA_521_v2_19,512540,513877,UMAG_10221,hypothetical protein,Hypothetical,12954,DUF1996 domain-containing protein,UMAG_10221,445,,,,,,,,,,
KIS66429,USMA_521_v2_19,515063,517169,UMAG_05420,hypothetical protein,Hypothetical,12955,Nramp-domain-containing protein,UMAG_05420,667,cellular manganese ion homeostasis [GO:0030026]; iron ion transport [GO:0006826],,,,,,,,,
KIS66430,USMA_521_v2_19,517442,519556,UMAG_05421,hypothetical protein,Hypothetical,12956,MFS domain-containing protein,UMAG_05421,704,transmembrane transport [GO:0055085],,,,,,,,,
KIS66431,USMA_521_v2_19,523344,524798,UMAG_05422,hypothetical protein,Hypothetical,12957,Fatty acyl-CoA reductase (EC 1.2.1.84),UMAG_05422,484,long-chain fatty-acyl-CoA metabolic process [GO:0035336],,,,,,,,,
KIS66432,USMA_521_v2_19,525253,526863,UMAG_05423,hypothetical protein,Hypothetical,12958,Amine oxidase (EC 1.4.3.-),UMAG_05423,536,,,,,,,,,,
KIS66433,USMA_521_v2_19,542517,542930,UMAG_05426,hypothetical protein,Hypothetical,12959,Uncharacterized protein,UMAG_05426,137,,,,,,,,,,
KIS66434,USMA_521_v2_19,545421,545966,UMAG_05428,hypothetical protein,Hypothetical,12960,Ribosome biogenesis protein RLP24,UMAG_05428,181,assembly of large subunit precursor of preribosome [GO:1902626]; positive regulation of ATP-dependent activity [GO:0032781]; ribosomal large subunit biogenesis [GO:0042273],,,,,,,,,
KIS66435,USMA_521_v2_19,546701,547801,UMAG_05429,hypothetical protein,Hypothetical,12961,mRNA 3'-end-processing protein YTH1,YTH1,UMAG_05429,366,pre-mRNA cleavage required for polyadenylation [GO:0098789],,,,,,,,
KIS66436,USMA_521_v2_19,549006,552639,UMAG_15066,hypothetical protein,Hypothetical,12962,Zn(2)-C6 fungal-type domain-containing protein,UMAG_15066,1165,,,,,,,,,,
KIS66437,USMA_521_v2_19,552960,554117,UMAG_05431,hypothetical protein,Hypothetical,12963,Bestrophin/UPF0187,UMAG_05431,385,,,,,,,,,,
KIS66438,USMA_521_v2_19,554555,556075,UMAG_05432,hypothetical protein,Hypothetical,12964,SFM domain-containing protein,UMAG_05432,506,mRNA splicing, via spliceosome [GO:0000398],,,,,,,,
KIS66439,USMA_521_v2_19,556792,559125,UMAG_05433,putative dolichyl-phosphate-mannose--protein O-mannosyltransferase,Putative,12965,Dolichyl-phosphate-mannose--protein mannosyltransferase (EC 2.4.1.109),UMAG_05433,777,cell wall mannoprotein biosynthetic process [GO:0000032]; protein O-linked mannosylation [GO:0035269]; regulation of endoplasmic reticulum unfolded protein response [GO:1900101],,,,,,,,,
KIS66440,USMA_521_v2_19,559341,560209,UMAG_05434,putative Shwachman-Bodian-Diamond syndrome protein,Putative,12966,Putative Shwachman-Bodian-Diamond syndrome protein,UMAG_05434,254,mature ribosome assembly [GO:0042256],,,,,,,,,
KIS66441,USMA_521_v2_19,560534,561571,UMAG_05435,hypothetical protein,Hypothetical,12967,Glutaredoxin domain-containing protein,UMAG_05435,345,cellular response to oxidative stress [GO:0034599],,,,,,,,,
KIS66442,USMA_521_v2_19,562838,563800,UMAG_06477,hypothetical protein,Hypothetical,12968,Hepatocellular carcinoma-associated antigen 59-domain-containing protein,UMAG_06477,320,mRNA splicing, via spliceosome [GO:0000398],,,,,,,,
KIS66443,USMA_521_v2_19,563909,565897,UMAG_06478,hypothetical protein,Hypothetical,12198,Alpha/beta-hydrolase,UMAG_06478,662,,,,,,,,,,
KIS66443,USMA_521_v2_19,563909,565897,UMAG_06478,hypothetical protein,Hypothetical,12969,Alpha/beta-hydrolase,UMAG_06478,662,,,,,,,,,,
KIS66444,USMA_521_v2_19,566920,569833,UMAG_06479,hypothetical protein,Hypothetical,12970,Helicase ATP-binding domain-containing protein,UMAG_06479,928,,,,,,,,,,
KIS67386,USMA_521_v2_13,1027,4342,UMAG_04487,hypothetical protein,Hypothetical,11623,GAR domain-containing protein,UMAG_04487,1076,establishment of spindle localization [GO:0051293]; nuclear migration along microtubule [GO:0030473],,,,,,,,,
KIS67387,USMA_521_v2_13,4545,5255,UMAG_04488,hypothetical protein,Hypothetical,11624,Related to MRP7-mitochondrial ribosomal protein, large subunit,UMAG_04488,236,translation [GO:0006412],,,,,,,,
KIS67388,USMA_521_v2_13,5993,6757,UMAG_04489,putative TIM23 complex essential channel-forming subunit,Putative,11625,Putative TIM23 complex essential channel-forming subunit,UMAG_04489,254,protein import into mitochondrial matrix [GO:0030150],,,,,,,,,
KIS67389,USMA_521_v2_13,9353,9661,UMAG_11980,hypothetical protein,Hypothetical,11626,Secreted protein,UMAG_11980,102,,,,,,,,,,
KIS67390,USMA_521_v2_13,9797,10540,UMAG_11981,hypothetical protein,Hypothetical,11627,Secreted protein,UMAG_11981,247,,,,,,,,,,
KIS67391,USMA_521_v2_13,10491,10856,UMAG_04490,hypothetical protein,Hypothetical,11628,Tautomerase domain-containing protein,UMAG_04490,121,,,,,,,,,,
KIS67392,USMA_521_v2_13,15462,18908,UMAG_11982,hypothetical protein,Hypothetical,11629,Zn(2)-C6 fungal-type domain-containing protein,UMAG_11982,1148,,,,,,,,,,
KIS67393,USMA_521_v2_13,19832,20573,UMAG_11983,putative Pre-mRNA splicing factor ini1,Putative,11630,Putative Pre-mRNA splicing factor ini1,UMAG_11983,114,mRNA splicing, via spliceosome [GO:0000398],,,,,,,,
KIS67394,USMA_521_v2_13,20764,23211,UMAG_04494,hypothetical protein,Hypothetical,11631,ELMO domain-containing protein,UMAG_04494,815,actin filament organization [GO:0007015]; apoptotic process [GO:0006915]; cell motility [GO:0048870],,,,,,,,,
KIS67395,USMA_521_v2_13,23824,25021,UMAG_04495,hypothetical protein,Hypothetical,11632,Ubiquinone biosynthesis protein COQ4, mitochondrial (Coenzyme Q biosynthesis protein 4),COQ4,UMAG_04495,369,ubiquinone biosynthetic process [GO:0006744],,,,,,,
KIS67396,USMA_521_v2_13,25808,27517,UMAG_04496,hypothetical protein,Hypothetical,11633,Ceramide glucosyltransferase (EC 2.4.1.80) (GLCT-1) (Glucosylceramide synthase) (UDP-glucose ceramide glucosyltransferase) (UDP-glucose:N-acylsphingosine D-glucosyltransferase),UMAG_04496,569,glucosylceramide biosynthetic process [GO:0006679],,,,,,,,,
KIS67397,USMA_521_v2_13,27693,29099,UMAG_04497,putative argininosuccinate lyase ARG4,Putative,11634,Arginosuccinase,UMAG_04497,468,arginine biosynthetic process via ornithine [GO:0042450],,,,,,,,,
KIS67398,USMA_521_v2_13,32427,37565,UMAG_04498,hypothetical protein,Hypothetical,11635,PH domain-containing protein,UMAG_04498,1712,,,,,,,,,,
KIS67399,USMA_521_v2_13,38221,39075,UMAG_04499,hypothetical protein,Hypothetical,11636,Methyltransf_11 domain-containing protein,UMAG_04499,284,,,,,,,,,,
KIS67400,USMA_521_v2_13,39632,40189,UMAG_04500,hypothetical protein,Hypothetical,11637,DUF1772-domain-containing protein,UMAG_04500,185,,,,,,,,,,
KIS67401,USMA_521_v2_13,40631,41674,UMAG_04501,hypothetical protein,Hypothetical,11638,Methyltransferase,UMAG_04501,347,,,,,,,,,,
KIS67402,USMA_521_v2_13,41813,42909,UMAG_11984,hypothetical protein,Hypothetical,11639,Integral membrane protein,UMAG_11984,328,,,,,,,,,,
KIS67403,USMA_521_v2_13,46032,47750,UMAG_04503,hypothetical protein,Hypothetical,11640,Alpha-galactosidase (EC 3.2.1.22) (Melibiase),UMAG_04503,572,glycoside catabolic process [GO:0016139]; glycosylceramide catabolic process [GO:0046477]; oligosaccharide metabolic process [GO:0009311],,,,,,,,,
KIS67404,USMA_521_v2_13,48742,50332,UMAG_12269,hypothetical protein,Hypothetical,11641,FMN hydroxy acid dehydrogenase domain-containing protein,UMAG_12269,419,,,,,,,,,,
KIS67405,USMA_521_v2_13,50436,52055,UMAG_04505,hypothetical protein,Hypothetical,11642,Glutamyl-tRNA(Gln) amidotransferase subunit A, mitochondrial (Glu-AdT subunit A) (EC 6.3.5.7),UMAG_04505,539,glutaminyl-tRNAGln biosynthesis via transamidation [GO:0070681]; mitochondrial translation [GO:0032543],,,,,,,,
KIS67406,USMA_521_v2_13,55813,57300,UMAG_04506,hypothetical protein,Hypothetical,11643,Response regulatory domain-containing protein,UMAG_04506,495,phosphorelay signal transduction system [GO:0000160],,,,,,,,,
